2023-12-23 13:30:49.112183 [NOTICE] [Context.cc:310] Downloading 326 item(s)
2023-12-23 13:30:50.407067 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/lightswitch_ads_and_tracking
2023-12-23 13:30:50.409707 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/mochifilter_dns
2023-12-23 13:30:50.410680 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/nextdns_cname_cloaking
2023-12-23 13:30:50.415747 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/nolovia_government
2023-12-23 13:30:50.421363 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/perflyst_amazon_fire_tv
2023-12-23 13:30:50.434124 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/perflyst_android_tracking
2023-12-23 13:30:50.439399 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/no_qanon
2023-12-23 13:30:50.448385 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/perflyst_smart_tv
2023-12-23 13:30:50.451613 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/geoffrey_frogeye_multiparty
2023-12-23 13:30:50.467355 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/filtri_dns
2023-12-23 13:30:50.472890 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/malsilo
2023-12-23 13:30:50.487429 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/isc_censys
2023-12-23 13:30:50.506387 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/perflyst_session_replay
2023-12-23 13:30:50.530304 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/lightswitch_tracking_aggressive
2023-12-23 13:30:50.549610 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/notrack_annoyance
2023-12-23 13:30:50.566735 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/fanboy_ultimate
2023-12-23 13:30:50.576819 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/anudeep_facebook
2023-12-23 13:30:50.578101 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/notrack_tracker_radar
2023-12-23 13:30:50.586217 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/phishing_db_add_domain
2023-12-23 13:30:50.618672 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/majkiit_hole_cert
2023-12-23 13:30:50.631035 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/maltrail_domains
2023-12-23 13:30:50.636642 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/dan_pollock
2023-12-23 13:30:50.638306 [NOTICE] [HttpResponse.cc:168] CUID#263 - Redirecting to https://cdn.phishtank.com/datadumps/verified_online.csv?Expires=1703338260&Signature=edK-gpxx5BVhdLrquQgMi6Gx8sDOrCsSBizPAAtlgYc~32FtVy3f7VVDJ7Lm-ZH~KHpL7jDgq6uBdTvZ7vPUbTfOI7ODYC-qQfsp2s2ozA5oIroUaklz~nzhUc8-PG50m86uCWTCxCoErIYnX8GgL6dVaJY-VA55-QODFG89hgcmBR2~Kgeb9vQHqniPZgwxA6KrX7rMoLpObaFp7sYdzpVzlEAR8oB7dBndCrqkB1weZ9qcHDuxkeLR3IGDLlROGI2UQP7dFKqdbpODr9pzG3ahlsEVpW94d0EZOTjIJV4JBqyx1NWQGrwcg5zlqZ0OMFZ3nsDcK4yRPcAa2WJiJQ__&Key-Pair-Id=APKAILB45UG3RB4CSOJA
2023-12-23 13:30:50.673344 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/cert_pl
2023-12-23 13:30:50.720691 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/in0de
2023-12-23 13:30:50.748659 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/not_on_my_shift
2023-12-23 13:30:50.807626 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/noplaylist
2023-12-23 13:30:50.821750 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/notrack_malware
2023-12-23 13:30:50.824735 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/palemoon
2023-12-23 13:30:50.842529 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantum_youtube_ads
2023-12-23 13:30:50.845687 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/anudeep_coinminer
2023-12-23 13:30:50.883683 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/phishtank
2023-12-23 13:30:50.904537 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rooneymcnibnug_snafu
2023-12-23 13:30:50.929223 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/mailscanner_bad_phishing
2023-12-23 13:30:50.937438 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/openphish
2023-12-23 13:30:50.954983 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rpilist_fake_science
2023-12-23 13:30:50.961911 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/phishing_army
2023-12-23 13:30:50.965284 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rpilist_ms_office
2023-12-23 13:30:50.979400 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/phishing_db_all_domains
2023-12-23 13:30:50.990913 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rescure_malicious_domains
2023-12-23 13:30:50.993755 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rpilist_ms_telemetry
2023-12-23 13:30:51.015515 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rescure_malicious_ips
2023-12-23 13:30:51.026153 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/mirai_tracker
2023-12-23 13:30:51.044688 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rescure_covid
2023-12-23 13:30:51.052597 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rutgers
2023-12-23 13:30:51.063493 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/notrack_trackers
2023-12-23 13:30:51.069892 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/phishunt
2023-12-23 13:30:51.087837 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/shady_hosts
2023-12-23 13:30:51.093765 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/sinfonietta_gambling
2023-12-23 13:30:51.120380 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/orthrus_blocklist
2023-12-23 13:30:51.136885 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/air_malware
2023-12-23 13:30:51.141811 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/sinfonietta_snuff
2023-12-23 13:30:51.146852 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/soteria_nou_ads
2023-12-23 13:30:51.161601 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/soteria_nou_analytics
2023-12-23 13:30:51.168405 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/sinfonietta_porn
2023-12-23 13:30:51.174643 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/soteria_nou_enrichments
2023-12-23 13:30:51.178732 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/spam404
2023-12-23 13:30:51.187719 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stalkerware_indicators
2023-12-23 13:30:51.202576 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/soteria_nou_fake
2023-12-23 13:30:51.213297 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rolist2
2023-12-23 13:30:51.219455 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/makopi
2023-12-23 13:30:51.234510 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rolist
2023-12-23 13:30:51.239569 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rpilist_notserious
2023-12-23 13:30:51.256035 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stevenblack
2023-12-23 13:30:51.275134 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stonecrusher_fake_shops
2023-12-23 13:30:51.282501 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stonecrusher_problematic_shops
2023-12-23 13:30:51.283410 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stonecrusher_pseudoscience
2023-12-23 13:30:51.292453 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantum_extreme_youtube_ads
2023-12-23 13:30:51.297997 [NOTICE] [HttpResponse.cc:168] CUID#383 - Redirecting to https://snort-org-site.s3.amazonaws.com/production/document_files/files/000/027/943/original/ip_filter.blf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAU7AK5ITMJQBJPARJ%2F20231223%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20231223T133051Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6cfc028a38733523b77d3e4c721959186472514ba0c95dcd752f8c2830454a10
2023-12-23 13:30:51.314492 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stonecrusher_streaming
2023-12-23 13:30:51.333636 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/spamhouse_drop_v6
2023-12-23 13:30:51.358258 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/myip_webcrawlers
2023-12-23 13:30:51.363963 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/spamhouse_edrop
2023-12-23 13:30:51.374330 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/spamhouse_drop
2023-12-23 13:30:51.384285 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantum_privacy
2023-12-23 13:30:51.385562 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/th3m3_malware
2023-12-23 13:30:51.394420 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/thedumbterminal
2023-12-23 13:30:51.398814 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stonecrusher_watchlist
2023-12-23 13:30:51.423941 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/snort_blocklist
2023-12-23 13:30:51.442329 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stopforumspam_ips
2023-12-23 13:30:51.470587 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/tiuxo_ads
2023-12-23 13:30:51.471510 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/tiuxo_social
2023-12-23 13:30:51.482934 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/tiuxo_porn
2023-12-23 13:30:51.491128 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/tinycheck_iocs
2023-12-23 13:30:51.493802 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/trackerslist_blacklist
2023-12-23 13:30:51.510659 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/anudeep_adservers
2023-12-23 13:30:51.528417 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rpilist_phishing
2023-12-23 13:30:51.538804 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/threatview_high_confidence_urls
2023-12-23 13:30:51.554793 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/threatview_ioc_tweets
2023-12-23 13:30:51.561548 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/red_flag_domains
2023-12-23 13:30:51.564210 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/threatview_high_confidence_ips
2023-12-23 13:30:51.566528 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windowsspyblocker_extra
2023-12-23 13:30:51.578336 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windowsspyblocker_spy
2023-12-23 13:30:51.589592 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/unflac
2023-12-23 13:30:51.600457 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/myip_full_blacklist
2023-12-23 13:30:51.602542 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantumultx_advertising
2023-12-23 13:30:51.607903 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/threatview_c2_intel
2023-12-23 13:30:51.610262 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/toms_security
2023-12-23 13:30:51.623205 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/search_engine_spam
2023-12-23 13:30:51.645028 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windowsspyblocker_update
2023-12-23 13:30:51.677555 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rpilist_corona
2023-12-23 13:30:51.683609 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/wally3k
2023-12-23 13:30:51.696057 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/pop3gropers
2023-12-23 13:30:51.705850 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/phishstats
2023-12-23 13:30:51.752863 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/wutingfeng_global_anti_scam
2023-12-23 13:30:51.773573 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/npc_hosts
2023-12-23 13:30:51.779582 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windscribe_iot
2023-12-23 13:30:51.803224 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/schakal
2023-12-23 13:30:51.818222 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windscribe_gambling
2023-12-23 13:30:51.826747 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windscribe_porn
2023-12-23 13:30:51.848421 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windscribe_malware
2023-12-23 13:30:51.851486 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windscribe_clickbait
2023-12-23 13:30:51.882190 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/threatview_high_confidence_domains
2023-12-23 13:30:51.919764 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/blp_everything
2023-12-23 13:30:51.956441 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/stopforumspam_domains
2023-12-23 13:30:51.974347 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/voipbl
2023-12-23 13:30:52.018033 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/vivaldi
2023-12-23 13:30:52.055739 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/viriback
2023-12-23 13:30:52.089049 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/windscribe_ads
2023-12-23 13:30:52.104861 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/miriquidi
2023-12-23 13:30:52.156633 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/tenzin_gyatso_creations_alive
2023-12-23 13:30:52.271662 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/winhelp
2023-12-23 13:30:52.323137 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/yoyo_domains
2023-12-23 13:30:52.373115 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/scafroglia93
2023-12-23 13:30:52.388953 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/zonefiles_compromised_ips
2023-12-23 13:30:52.418151 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/yoyo_ips
2023-12-23 13:30:52.421907 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/turris
2023-12-23 13:30:52.440317 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/vxvault
2023-12-23 13:30:52.446901 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/sunshine_it
2023-12-23 13:30:52.467601 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/shadowwhisperer_all
2023-12-23 13:30:52.496929 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/zonefiles_compromised_domains
2023-12-23 13:30:52.516516 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/blocklist_ua
2023-12-23 13:30:52.556240 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/wutingfeng_google_safe_browsing
2023-12-23 13:30:52.628031 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantum_abuse
2023-12-23 13:30:52.847560 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantum_simple_ads
2023-12-23 13:30:53.033240 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/quantum_ads
2023-12-23 13:30:54.731372 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/benkow_cc
2023-12-23 13:30:55.278426 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/isc_recyber
2023-12-23 13:30:55.384519 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/isc_univmichigan
2023-12-23 13:30:55.631241 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/isc_ciarmy
2023-12-23 13:30:55.721423 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/taz
2023-12-23 13:30:56.972300 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/chong_lua_dao
2023-12-23 13:31:06.818329 [ERROR] [AbstractCommand.cc:349] CUID#352 - Download aborted. URI=https://rjmblocklist.com/sizzling/worst.txt
Exception: [AbstractCommand.cc:351] errorCode=19 URI=https://rjmblocklist.com/sizzling/worst.txt
  -> [AbstractCommand.cc:789] errorCode=19 CUID#352 - Name resolution for rjmblocklist.com failed:Could not contact DNS servers
2023-12-23 13:31:06.818408 [NOTICE] [RequestGroupMan.cc:424] Download GID#33a60084a5e166a5 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/rjm
2023-12-23 13:31:09.274361 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/BLOCK/isc_alphastrike
2023-12-23 13:33:20.430078 [ERROR] [AbstractCommand.cc:377] CUID#149 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/cookie.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430180 [ERROR] [AbstractCommand.cc:377] CUID#150 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/crap.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430226 [ERROR] [AbstractCommand.cc:377] CUID#151 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/domains.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430260 [ERROR] [AbstractCommand.cc:377] CUID#152 - Download aborted. URI=https://ipbl.herrbischoff.com/badasn.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430287 [ERROR] [AbstractCommand.cc:377] CUID#153 - Download aborted. URI=https://ipbl.herrbischoff.com/list.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430315 [ERROR] [AbstractCommand.cc:377] CUID#154 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/reject.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430341 [ERROR] [AbstractCommand.cc:377] CUID#155 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/spam.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430366 [ERROR] [AbstractCommand.cc:377] CUID#156 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/telemetry.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430390 [ERROR] [AbstractCommand.cc:377] CUID#157 - Download aborted. URI=https://git.herrbischoff.com/trackers/plain/trackers.txt
Exception: [AbstractCommand.cc:340] errorCode=2 Timeout.
2023-12-23 13:33:20.430415 [NOTICE] [RequestGroupMan.cc:424] Download GID#ac70fb05e5809cf9 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_cookie
2023-12-23 13:33:20.430429 [NOTICE] [RequestGroupMan.cc:424] Download GID#940c0e07ef287835 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_crap
2023-12-23 13:33:20.430435 [NOTICE] [RequestGroupMan.cc:424] Download GID#2623da8c689f9afd not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_domains
2023-12-23 13:33:20.430442 [NOTICE] [RequestGroupMan.cc:424] Download GID#f0b885e3e0e9a7a7 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_drop
2023-12-23 13:33:20.430448 [NOTICE] [RequestGroupMan.cc:424] Download GID#7fc73143eddee7d9 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_ipbl
2023-12-23 13:33:20.430454 [NOTICE] [RequestGroupMan.cc:424] Download GID#a9d24251bb983748 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_reject
2023-12-23 13:33:20.430460 [NOTICE] [RequestGroupMan.cc:424] Download GID#1dcfcc785e8d8012 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_spam
2023-12-23 13:33:20.430467 [NOTICE] [RequestGroupMan.cc:424] Download GID#f6f5398a766a6eca not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_telemetry
2023-12-23 13:33:20.430473 [NOTICE] [RequestGroupMan.cc:424] Download GID#c91a9b3a3173ac50 not complete: /tmp/tmp.qb2loS1L1Z/BLOCK/herrbischoff_trackers
2023-12-23 13:37:25.996242 [NOTICE] [Context.cc:310] Downloading 34 item(s)
2023-12-23 13:37:26.021700 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/anudeep_whitelist
2023-12-23 13:37:26.051330 [NOTICE] [RequestGroup.cc:1214] Download complete: /tmp/tmp.qb2loS1L1Z/ALLOW/trackerslist_best_domains
